"";"baseMean";"log2FoldChange";"lfcSE";"stat";"pvalue";"padj";"qvalue";"log10P"
"AC011595.2";0,403;2,25;3,38;0,666;0,505;NA;1;0,296
"AC092718.8";9,61;0,529;0,795;0,666;0,505;0,966;1;0,296
"AC007996.1";70,5;0,215;0,323;0,666;0,505;0,966;1;0,296
"CDKN2AIPNL";528;-0,19;0,286;-0,666;0,505;0,966;1;0,296
"CYP2C18";21,5;0,301;0,452;0,666;0,506;0,966;1;0,296
"DCD";0,489;-1,68;2,53;-0,666;0,506;NA;1;0,296
"UTP14A";497;0,18;0,271;0,666;0,506;0,966;1;0,296
"HIGD1A";2840;0,216;0,325;0,666;0,506;0,966;1;0,296
"AC024270.2";0,604;1,47;2,21;0,666;0,506;NA;1;0,296
"TTC25";14,3;0,302;0,455;0,665;0,506;0,966;1;0,296
"COL6A6";170;-0,435;0,653;-0,665;0,506;0,966;1;0,296
"IFIH1";637;0,208;0,312;0,665;0,506;0,966;1;0,296
"ZNF436-AS1";149;-0,217;0,327;-0,665;0,506;0,966;1;0,296
"AL161733.1";0,285;-2,36;3,54;-0,665;0,506;NA;1;0,296
"TRAV12-2";15,5;-0,468;0,704;-0,665;0,506;0,966;1;0,296
"TIMM22";539;-0,169;0,253;-0,665;0,506;0,966;1;0,296
"ZNF490";60,2;-0,29;0,436;-0,665;0,506;0,966;1;0,296
"AC008012.1";23,4;0,325;0,489;0,665;0,506;0,966;1;0,296
"BEND6";25,2;-0,426;0,64;-0,665;0,506;0,966;1;0,296
"AP4M1";462;0,157;0,236;0,665;0,506;0,966;1;0,296
"CYP3A7";13,8;-0,436;0,655;-0,665;0,506;0,966;1;0,296
"DLG4";317;-0,255;0,384;-0,665;0,506;0,966;1;0,296
"APOL2";1040;-0,145;0,219;-0,665;0,506;0,966;1;0,296
"DPYSL3";2500;0,25;0,377;0,665;0,506;0,966;1;0,296
"AC007216.3";21,1;-0,305;0,459;-0,665;0,506;0,966;1;0,296
"AGBL1";14,7;1,08;1,62;0,665;0,506;0,966;1;0,296
"TUBB1";8,24;0,473;0,711;0,665;0,506;0,966;1;0,296
"TAS2R1";0,888;1,67;2,51;0,665;0,506;NA;1;0,296
"MCC";846;0,219;0,33;0,665;0,506;0,966;1;0,296
"ISOC2";1360;-0,192;0,289;-0,665;0,506;0,966;1;0,296
"AC011473.4";1,04;-1,56;2,34;-0,665;0,506;NA;1;0,296
"RUNX1";1600;0,165;0,248;0,665;0,506;0,966;1;0,296
"AC062028.1";0,295;-2,35;3,54;-0,665;0,506;NA;1;0,296
"RN7SL178P";0,285;-2,35;3,54;-0,665;0,506;NA;1;0,296
"MYO16-AS1";0,505;1,63;2,46;0,665;0,506;NA;1;0,296
"AK3";1760;0,159;0,24;0,665;0,506;0,966;1;0,296
"AC109309.1";0,578;-1,97;2,97;-0,665;0,506;NA;1;0,296
"NIM1K";27,5;-0,326;0,491;-0,665;0,506;0,966;1;0,296
"RN7SKP187";0,285;-2,35;3,54;-0,665;0,506;NA;1;0,296
"AL139424.1";0,413;1,97;2,97;0,665;0,506;NA;1;0,296
"THBS4";1630;0,361;0,544;0,664;0,506;0,966;1;0,296
"AC106827.1";1,13;-1,16;1,75;-0,664;0,506;NA;1;0,296
"CHD8";1200;-0,156;0,234;-0,664;0,506;0,966;1;0,295
"FLRT1";39,8;-0,32;0,481;-0,664;0,506;0,966;1;0,295
"ZWINT";137;-0,219;0,33;-0,664;0,506;0,966;1;0,295
"RNU6-606P";0,364;1,8;2,71;0,664;0,507;NA;1;0,295
"SDR16C5";654;0,237;0,358;0,664;0,507;0,966;1;0,295
"METTL24";6,13;0,49;0,738;0,664;0,507;0,966;1;0,295
"P4HTM";1080;-0,159;0,24;-0,664;0,507;0,966;1;0,295
"TUBA3FP";18,1;-0,393;0,592;-0,664;0,507;0,966;1;0,295
"HAUS4";1070;-0,209;0,315;-0,664;0,507;0,966;1;0,295
"AC087741.3";28,2;-0,308;0,464;-0,664;0,507;0,966;1;0,295
"USHBP1";139;0,303;0,456;0,664;0,507;0,966;1;0,295
"RGP1";1220;0,208;0,313;0,664;0,507;0,966;1;0,295
"AC020611.2";0,284;-2,35;3,54;-0,664;0,507;NA;1;0,295
"NFATC2IP";1400;0,199;0,3;0,664;0,507;0,966;1;0,295
"IGSF23";0,754;-1,64;2,47;-0,664;0,507;NA;1;0,295
"AC244517.1";9,34;-0,398;0,6;-0,664;0,507;0,966;1;0,295
"RAB3IL1";391;-0,326;0,491;-0,664;0,507;0,966;1;0,295
"FAM225B";45,3;-0,426;0,641;-0,664;0,507;0,966;1;0,295
"LGALS4";20,6;0,345;0,521;0,664;0,507;0,966;1;0,295
"RIOK1";396;-0,157;0,237;-0,664;0,507;0,966;1;0,295
"MIR340";0,284;-2,35;3,54;-0,664;0,507;NA;1;0,295
"IGHV3-72";621;-0,789;1,19;-0,663;0,507;0,966;1;0,295
"AL034548.1";3,4;-0,587;0,885;-0,663;0,507;0,966;1;0,295
"ATP6V0C";3780;-0,206;0,31;-0,663;0,507;0,966;1;0,295
"XKR5";1,64;-1,04;1,57;-0,663;0,507;NA;1;0,295
"DHRSX";740;-0,18;0,272;-0,663;0,507;0,966;1;0,295
"PRICKLE2-AS3";16,1;-0,351;0,53;-0,663;0,507;0,966;1;0,295
"HLTF";694;0,267;0,403;0,663;0,507;0,966;1;0,295
"LINC00615";1,6;0,913;1,38;0,663;0,507;NA;1;0,295
"VAV3-AS1";0,385;-1,94;2,93;-0,663;0,507;NA;1;0,295
"ADAMTS9";221;0,279;0,421;0,663;0,507;0,966;1;0,295
"PPP3R2";2,12;1,15;1,74;0,663;0,507;NA;1;0,295
"MTBP";55,4;0,33;0,498;0,663;0,507;0,966;1;0,295
"LINC02209";0,7;1,59;2,4;0,663;0,507;NA;1;0,295
"AL161668.4";33,9;0,263;0,397;0,663;0,507;0,966;1;0,295
"FBXL16";271;0,333;0,502;0,663;0,507;0,966;1;0,295
"RTP5";6,12;-0,594;0,896;-0,663;0,507;0,966;1;0,295
"CDYL2";554;0,218;0,329;0,663;0,508;0,966;1;0,295
"AC131097.1";2,11;-0,736;1,11;-0,663;0,508;NA;1;0,295
"AC018755.1";1,2;-0,945;1,43;-0,663;0,508;NA;1;0,295
"ALDH5A1";387;-0,18;0,272;-0,663;0,508;0,966;1;0,295
"CHMP2A";3470;-0,174;0,263;-0,663;0,508;0,966;1;0,294
"KLHL7";534;0,158;0,239;0,663;0,508;0,966;1;0,294
"AF038458.2";0,436;-1,9;2,87;-0,663;0,508;NA;1;0,294
"AC010319.5";0,405;2,25;3,39;0,663;0,508;NA;1;0,294
"SH2D1B";5,42;0,682;1,03;0,663;0,508;0,966;1;0,294
"RASA1";865;0,209;0,315;0,662;0,508;0,966;1;0,294
"LINC02175";6,49;0,498;0,752;0,662;0,508;0,966;1;0,294
"ANXA5";11700;0,195;0,295;0,662;0,508;0,966;1;0,294
"PEF1";1120;-0,168;0,254;-0,662;0,508;0,966;1;0,294
"LINC02073";24,2;-0,375;0,566;-0,662;0,508;0,966;1;0,294
"EME2";679;0,211;0,318;0,662;0,508;0,966;1;0,294
"AC025470.2";2,73;0,743;1,12;0,662;0,508;0,966;1;0,294
"AC008780.1";0,283;-2,34;3,54;-0,662;0,508;NA;1;0,294
"AC105389.2";1,21;1,19;1,8;0,662;0,508;NA;1;0,294
"MAGOH";781;-0,237;0,358;-0,662;0,508;0,966;1;0,294
"PCNP";2590;0,211;0,319;0,662;0,508;0,966;1;0,294
"AC006277.1";26,1;0,268;0,405;0,662;0,508;0,966;1;0,294
"EFNA5";365;0,244;0,369;0,662;0,508;0,966;1;0,294
"ERI3";882;-0,162;0,245;-0,662;0,508;0,966;1;0,294
"MT-TK";3,18;-0,67;1,01;-0,661;0,508;0,966;1;0,294
"ZSCAN5B";0,372;-1,96;2,97;-0,661;0,508;NA;1;0,294
"HELZ";771;0,217;0,329;0,661;0,508;0,966;1;0,294
"TBC1D20";1670;0,182;0,276;0,661;0,508;0,966;1;0,294
"SDR9C7";1,44;1,3;1,96;0,661;0,508;NA;1;0,294
"AC007262.2";330;0,288;0,436;0,661;0,508;0,966;1;0,294
"ITGB5";3490;0,264;0,4;0,661;0,508;0,966;1;0,294
"AC100800.1";0,716;-1,24;1,87;-0,661;0,508;NA;1;0,294
"AL390726.2";0,431;-2,34;3,54;-0,661;0,508;NA;1;0,294
"ERGIC3";7540;-0,149;0,225;-0,661;0,508;0,966;1;0,294
"AC007193.2";2,84;-0,751;1,14;-0,661;0,509;0,966;1;0,294
"ARHGAP31-AS1";4,69;0,514;0,777;0,661;0,509;0,966;1;0,294
"MRGPRG-AS1";0,59;1,79;2,71;0,661;0,509;NA;1;0,294
"OR4K2";9,07;-1,27;1,92;-0,661;0,509;0,966;1;0,294
"RN7SL196P";0,395;-2,22;3,36;-0,661;0,509;NA;1;0,294
"PRRT1B";2,81;-0,683;1,03;-0,661;0,509;0,966;1;0,294
"RNU6-485P";0,404;-2,23;3,37;-0,661;0,509;NA;1;0,294
"AC010336.2";2,04;-0,688;1,04;-0,661;0,509;NA;1;0,294
"FUT5";0,959;1,36;2,06;0,661;0,509;NA;1;0,294
"MGAT1";5820;-0,195;0,295;-0,661;0,509;0,966;1;0,294
"LINC00683";14,7;-0,357;0,54;-0,661;0,509;0,966;1;0,294
"SSBP3";1030;-0,175;0,264;-0,661;0,509;0,966;1;0,294
"AC092171.4";43,4;0,301;0,456;0,661;0,509;0,966;1;0,293
"ANXA7";3720;0,156;0,236;0,661;0,509;0,966;1;0,293
"KIAA1549L";55,7;-0,303;0,459;-0,661;0,509;0,966;1;0,293
"MS4A6E";6,56;0,438;0,663;0,661;0,509;0,966;1;0,293
"AMZ1";13,2;-0,426;0,645;-0,661;0,509;0,966;1;0,293
"OR4F5";0,435;2,35;3,56;0,661;0,509;NA;1;0,293
"UGT2A2";0,435;2,35;3,56;0,661;0,509;NA;1;0,293
"RPS27A";26800;-0,294;0,445;-0,66;0,509;0,966;1;0,293
"AC007362.1";0,475;-1,62;2,46;-0,66;0,509;NA;1;0,293
"PLXNA2";477;0,188;0,285;0,66;0,509;0,966;1;0,293
"TMEM249";3,39;-0,851;1,29;-0,66;0,509;0,966;1;0,293
"IL20RB";60,8;-0,296;0,449;-0,66;0,509;0,966;1;0,293
"HPR";3,92;-0,706;1,07;-0,66;0,509;0,966;1;0,293
"CCDC134";144;0,245;0,371;0,66;0,509;0,966;1;0,293
"SCARA5";2310;0,263;0,398;0,66;0,509;0,966;1;0,293
"AC008588.1";1,64;0,872;1,32;0,66;0,509;NA;1;0,293
"AP006547.1";0,405;-2,23;3,37;-0,66;0,509;NA;1;0,293
"GTDC1";401;-0,227;0,343;-0,66;0,509;0,966;1;0,293
"TIMM10B";1130;0,173;0,262;0,66;0,509;0,966;1;0,293
"DFFA";1220;-0,135;0,204;-0,66;0,509;0,966;1;0,293
"AC093642.1";3,99;0,604;0,915;0,66;0,509;0,966;1;0,293
"MAGEC3";1,36;1,01;1,53;0,66;0,509;NA;1;0,293
"PPP1R37";1320;-0,184;0,279;-0,66;0,509;0,966;1;0,293
"RN7SL762P";0,377;-2,34;3,54;-0,66;0,509;NA;1;0,293
"NYNRIN";610;0,275;0,417;0,66;0,509;0,966;1;0,293
"APPL1";1120;0,206;0,312;0,66;0,509;0,966;1;0,293
"LINC02456";0,434;2,35;3,56;0,66;0,509;NA;1;0,293
"MIR3621";0,848;1,19;1,8;0,66;0,51;NA;1;0,293
"AC012360.1";1,21;-1,03;1,56;-0,66;0,51;NA;1;0,293
"KIF14";12;-0,601;0,912;-0,659;0,51;0,966;1;0,293
"FAM66E";5,14;0,618;0,938;0,659;0,51;0,966;1;0,293
"GHDC";1040;-0,167;0,254;-0,659;0,51;0,966;1;0,293
"AC148477.4";0,281;-2,34;3,54;-0,659;0,51;NA;1;0,293
"ZNF341";136;-0,155;0,235;-0,659;0,51;0,966;1;0,293
"PROK2";4,05;-0,682;1,03;-0,659;0,51;0,966;1;0,293
"A4GALT";930;-0,282;0,428;-0,659;0,51;0,966;1;0,293
"RASSF6";308;0,224;0,341;0,659;0,51;0,966;1;0,293
"AP000785.1";2,65;0,794;1,2;0,659;0,51;NA;1;0,293
"AC004223.2";1,63;-0,932;1,41;-0,659;0,51;NA;1;0,292
"LINC01843";1,8;-1,09;1,65;-0,659;0,51;NA;1;0,292
"AC002546.1";2,33;1,22;1,85;0,659;0,51;NA;1;0,292
"SNORD124";0,738;1,38;2,09;0,659;0,51;NA;1;0,292
"KRT222";12,6;0,582;0,883;0,659;0,51;0,966;1;0,292
"AP000426.1";7,39;-0,652;0,99;-0,659;0,51;0,966;1;0,292
"PAK5";12,1;-0,316;0,48;-0,658;0,51;0,966;1;0,292
"OR7A17";66,3;-0,343;0,521;-0,658;0,51;0,966;1;0,292
"TSPAN18";241;0,272;0,414;0,658;0,51;0,966;1;0,292
"AC009630.3";94,1;-0,199;0,303;-0,658;0,51;0,966;1;0,292
"AC084855.2";15,7;0,316;0,481;0,658;0,51;0,966;1;0,292
"CSN2";21,5;-0,553;0,84;-0,658;0,51;0,966;1;0,292
"MYPOP";239;-0,239;0,364;-0,658;0,51;0,966;1;0,292
"AC005225.4";35,3;0,234;0,355;0,658;0,51;0,966;1;0,292
"STRA6";38,9;-0,397;0,604;-0,658;0,51;0,966;1;0,292
"AL031595.3";138;-0,276;0,419;-0,658;0,511;0,966;1;0,292
"AL352979.2";3,82;-0,7;1,06;-0,658;0,511;0,966;1;0,292
"AC129492.3";23,6;1,57;2,38;0,658;0,511;0,966;1;0,292
"AC002553.2";11,4;0,458;0,696;0,658;0,511;0,966;1;0,292
"ZNF8";305;0,143;0,217;0,658;0,511;0,966;1;0,292
"EN2";5,12;0,637;0,969;0,658;0,511;0,966;1;0,292
"AC084824.5";17,9;0,46;0,699;0,658;0,511;0,966;1;0,292
"AC015802.3";13,2;0,36;0,547;0,657;0,511;0,966;1;0,292
"USP25";990;0,217;0,33;0,657;0,511;0,966;1;0,292
"LINC02104";2,2;-0,784;1,19;-0,657;0,511;NA;1;0,292
"RIPK3";331;-0,144;0,22;-0,657;0,511;0,966;1;0,292
"LINC00623";149;-0,198;0,301;-0,657;0,511;0,966;1;0,292
"SNORA21";0,42;-2,15;3,28;-0,657;0,511;NA;1;0,292
"ABCC1";602;-0,197;0,3;-0,657;0,511;0,966;1;0,291
"LRRC10B";82,9;0,433;0,66;0,657;0,511;0,966;1;0,291
"CS";2570;0,163;0,248;0,657;0,511;0,966;1;0,291
"AL355810.1";0,41;1,73;2,63;0,657;0,511;NA;1;0,291
"AC007342.7";36,4;0,31;0,471;0,657;0,511;0,966;1;0,291
"LARS2";364;0,21;0,319;0,657;0,511;0,966;1;0,291
"AC005013.1";6,62;0,587;0,894;0,657;0,511;0,966;1;0,291
"RFNG";1100;-0,217;0,331;-0,657;0,511;0,966;1;0,291
"SALL4";60,7;-0,329;0,501;-0,657;0,511;0,966;1;0,291
"HSP90AB1";15300;0,132;0,2;0,657;0,511;0,966;1;0,291
"RAB35";1350;-0,18;0,274;-0,657;0,511;0,966;1;0,291
"AC011473.3";4,13;0,603;0,918;0,656;0,512;0,966;1;0,291
"AC092042.3";12,4;0,413;0,628;0,656;0,512;0,966;1;0,291
"AC092647.5";8,53;0,479;0,73;0,656;0,512;0,966;1;0,291
"RN7SKP163";0,668;1,77;2,7;0,656;0,512;NA;1;0,291
"CCDC88A";1190;-0,245;0,373;-0,656;0,512;0,966;1;0,291
"AC026401.2";0,637;-1,37;2,08;-0,656;0,512;NA;1;0,291
"FARP1-AS1";0,411;-2,21;3,36;-0,656;0,512;NA;1;0,291
"RNASEK-C17orf49";29,4;-0,282;0,43;-0,656;0,512;0,966;1;0,291
"ASGR1";27,2;-0,345;0,526;-0,656;0,512;0,966;1;0,291
"AC084125.2";133;0,242;0,369;0,656;0,512;0,966;1;0,291
"ATG7";694;-0,138;0,21;-0,656;0,512;0,966;1;0,291
"FAM104B";221;-0,209;0,319;-0,656;0,512;0,966;1;0,291
"AC018607.1";1,81;-0,899;1,37;-0,656;0,512;NA;1;0,291
"ZNF446";281;0,149;0,227;0,656;0,512;0,966;1;0,291
"MYOM2";66,3;-0,355;0,542;-0,656;0,512;0,966;1;0,291
"RASD2";125;-0,331;0,504;-0,656;0,512;0,966;1;0,291
"AC105052.4";51,9;-0,27;0,411;-0,656;0,512;0,966;1;0,291
"MRE11";541;0,251;0,383;0,656;0,512;0,966;1;0,291
"AC008915.1";7,43;-0,492;0,75;-0,656;0,512;0,966;1;0,291
"ACTR1A";2060;-0,159;0,243;-0,656;0,512;0,966;1;0,291
"AP002954.1";2,98;-0,752;1,15;-0,656;0,512;0,966;1;0,291
"ZNF732";6,53;0,588;0,896;0,656;0,512;0,966;1;0,291
"AC015712.2";270;0,187;0,285;0,656;0,512;0,966;1;0,291
"PHTF2";374;-0,276;0,421;-0,656;0,512;0,966;1;0,291
"AC025171.2";46,4;-0,296;0,452;-0,656;0,512;0,966;1;0,291
"AC063944.3";1,28;1,06;1,62;0,655;0,512;NA;1;0,291
"AL451164.3";0,713;1,72;2,63;0,655;0,512;NA;1;0,291
"VASH1-AS1";213;-0,154;0,235;-0,655;0,512;0,966;1;0,291
"FOXJ1";7,71;-0,505;0,77;-0,655;0,512;0,966;1;0,291
"AC129507.2";0,364;-2,26;3,45;-0,655;0,512;NA;1;0,291
"RTL4";0,419;-1,91;2,91;-0,655;0,512;NA;1;0,291
"CD44";9290;0,179;0,274;0,655;0,512;0,966;1;0,29
"CST1";35,7;-1,72;2,63;-0,655;0,512;0,966;1;0,29
"AC008878.3";14,8;-1,19;1,81;-0,655;0,512;0,966;1;0,29
"FANCG";274;-0,18;0,274;-0,655;0,512;0,966;1;0,29
"TMEM129";1710;-0,203;0,31;-0,655;0,512;0,966;1;0,29
"FASTKD1";423;-0,228;0,349;-0,655;0,512;0,966;1;0,29
"C1QTNF8";0,505;-1,6;2,44;-0,655;0,512;NA;1;0,29
"AL391280.1";5,98;0,54;0,825;0,655;0,512;0,966;1;0,29
"AC083862.2";17,6;-0,295;0,451;-0,655;0,513;0,966;1;0,29
"USP17L7";0,674;1,95;2,98;0,655;0,513;NA;1;0,29
"UBA2";1330;0,168;0,256;0,655;0,513;0,966;1;0,29
"AC144831.1";71,8;-0,297;0,454;-0,655;0,513;0,966;1;0,29
"SPOCK1";155;0,308;0,47;0,655;0,513;0,966;1;0,29
"MKNK1-AS1";8,64;0,458;0,7;0,655;0,513;0,966;1;0,29
"OXA1L";2900;-0,135;0,206;-0,655;0,513;0,966;1;0,29
"CTBP2";2070;0,17;0,26;0,655;0,513;0,966;1;0,29
"AL359853.1";0,283;-2,32;3,55;-0,655;0,513;NA;1;0,29
"AL590867.1";210;0,276;0,422;0,654;0,513;0,966;1;0,29
"AC068473.1";1,5;-0,963;1,47;-0,654;0,513;NA;1;0,29
"NPAT";342;-0,304;0,464;-0,654;0,513;0,966;1;0,29
"NAA20";1730;0,213;0,325;0,654;0,513;0,966;1;0,29
"C1QTNF4";58,8;-0,379;0,579;-0,654;0,513;0,966;1;0,29
"UBL3";1720;0,179;0,274;0,654;0,513;0,966;1;0,29
"GCDH";654;0,169;0,258;0,654;0,513;0,966;1;0,29
"AL591806.1";0,814;-1,16;1,78;-0,654;0,513;NA;1;0,29
"DFFB";209;0,173;0,265;0,654;0,513;0,966;1;0,29
"INO80E";2470;-0,139;0,213;-0,654;0,513;0,966;1;0,29
"TMEM99";451;-0,217;0,332;-0,654;0,513;0,966;1;0,29
"RNU2-37P";0,847;-1,44;2,21;-0,654;0,513;NA;1;0,29
"EFR3A";1280;0,193;0,295;0,654;0,513;0,966;1;0,29
"AC012236.1";140;0,278;0,426;0,654;0,513;0,966;1;0,29
"AL031587.4";0,347;-2,32;3,54;-0,654;0,513;NA;1;0,29
"HSPA1B";4600;0,21;0,322;0,654;0,513;0,966;1;0,29
"SELENOO";948;-0,142;0,217;-0,654;0,513;0,966;1;0,29
"NPIPB7";4,44;-0,469;0,718;-0,653;0,513;0,966;1;0,29
"IER3IP1";2160;0,238;0,364;0,653;0,513;0,966;1;0,29
"CERS4";1500;-0,174;0,266;-0,653;0,514;0,966;1;0,289
"HEPHL1";7,57;-0,708;1,08;-0,653;0,514;0,966;1;0,289
"AC078785.1";7,25;-0,443;0,678;-0,653;0,514;0,966;1;0,289
"AL512310.2";0,349;-2,31;3,54;-0,653;0,514;NA;1;0,289
"ABCB10";539;0,14;0,214;0,653;0,514;0,966;1;0,289
"LINC01572";4,34;0,709;1,08;0,653;0,514;0,966;1;0,289
"CLEC14A";490;0,249;0,381;0,653;0,514;0,966;1;0,289
"CMTM2";3,78;0,632;0,968;0,653;0,514;0,966;1;0,289
"DISC1-IT1";9,32;0,385;0,589;0,653;0,514;0,966;1;0,289
"AC124242.1";12,5;0,347;0,531;0,653;0,514;0,966;1;0,289
"AP3B1";1270;0,216;0,33;0,653;0,514;0,966;1;0,289
"CROCC2";2,07;0,751;1,15;0,653;0,514;NA;1;0,289
"AF067845.1";0,44;-1,87;2,86;-0,653;0,514;NA;1;0,289
"DNAJC21";1060;0,178;0,273;0,653;0,514;0,966;1;0,289
"INPP5J";553;-0,188;0,288;-0,653;0,514;0,966;1;0,289
"RNF186";1,44;-0,962;1,47;-0,653;0,514;NA;1;0,289
"SPG7";2860;0,16;0,246;0,653;0,514;0,966;1;0,289
"AL391095.3";2,54;0,816;1,25;0,653;0,514;NA;1;0,289
"SNORD30";0,672;-1,51;2,32;-0,652;0,514;NA;1;0,289
"LINC01987";2,32;-0,765;1,17;-0,652;0,514;NA;1;0,289
"SLCO4A1";155;-0,157;0,24;-0,652;0,514;0,966;1;0,289
"FAM53A";41,1;-0,263;0,404;-0,652;0,514;0,966;1;0,289
"RAG2";0,408;2,33;3,57;0,652;0,514;NA;1;0,289
"AC110769.3";0,771;1,67;2,56;0,652;0,514;NA;1;0,289
"TECRL";1,4;1,22;1,87;0,652;0,514;NA;1;0,289
"KCNJ9";2,13;-0,889;1,36;-0,652;0,514;NA;1;0,289
"ECD";613;0,192;0,294;0,652;0,514;0,966;1;0,289
"UMODL1-AS1";1,87;-0,882;1,35;-0,652;0,514;NA;1;0,289
"RPARP-AS1";578;0,159;0,244;0,652;0,515;0,966;1;0,289
"WDR75";609;0,172;0,264;0,652;0,515;0,966;1;0,289
"AC011479.1";60,4;0,352;0,54;0,652;0,515;0,966;1;0,289
"NAAA";1970;0,198;0,304;0,652;0,515;0,966;1;0,289
"HASPIN";17,8;-0,392;0,601;-0,652;0,515;0,966;1;0,289
"LHFPL3-AS2";2,15;-1;1,54;-0,652;0,515;NA;1;0,288
"MPRIP";3650;-0,153;0,234;-0,652;0,515;0,966;1;0,288
"RAB2B";691;0,136;0,209;0,652;0,515;0,966;1;0,288
"PIGF";464;0,215;0,33;0,652;0,515;0,966;1;0,288
"ZNF665";208;0,207;0,318;0,651;0,515;0,966;1;0,288
"RNU6-101P";0,508;2,12;3,26;0,651;0,515;NA;1;0,288
"PGBD5";177;-0,284;0,436;-0,651;0,515;0,966;1;0,288
"LINC02359";26,8;-0,437;0,67;-0,651;0,515;0,966;1;0,288
"AC010478.1";39,5;0,4;0,614;0,651;0,515;0,966;1;0,288
"DGUOK";842;-0,182;0,279;-0,651;0,515;0,966;1;0,288
"SSBP3-AS1";25,4;0,331;0,508;0,651;0,515;0,966;1;0,288
"BACE2";6110;0,23;0,354;0,651;0,515;0,966;1;0,288
"SNORA59A";1,66;1,09;1,67;0,651;0,515;NA;1;0,288
"SGPP2";522;0,264;0,406;0,651;0,515;0,966;1;0,288
"AC012510.1";14,9;0,325;0,5;0,651;0,515;0,966;1;0,288
"ZFYVE28";311;-0,202;0,311;-0,651;0,515;0,966;1;0,288
"RAB40C";801;-0,181;0,278;-0,651;0,515;0,966;1;0,288
"NAPSA";35,2;-0,248;0,381;-0,651;0,515;0,966;1;0,288
"DCLK2";81,4;-0,318;0,489;-0,651;0,515;0,966;1;0,288
"CLK2";1200;0,151;0,231;0,651;0,515;0,966;1;0,288
"AC099811.1";1,7;0,995;1,53;0,65;0,515;NA;1;0,288
"SNAI1";31,3;-0,253;0,389;-0,65;0,515;0,966;1;0,288
"PCDHA2";2,31;1,02;1,56;0,65;0,515;NA;1;0,288
"AC103974.1";8,07;0,424;0,653;0,65;0,515;0,966;1;0,288
"SCARNA20";0,804;1,26;1,94;0,65;0,515;NA;1;0,288
"PDP1";479;-0,173;0,266;-0,65;0,515;0,966;1;0,288
"BEGAIN";118;-0,344;0,529;-0,65;0,516;0,966;1;0,288
"RNF151";1,04;-1,01;1,55;-0,65;0,516;NA;1;0,288
"ZBTB8B";107;-0,323;0,497;-0,65;0,516;0,966;1;0,288
"LRRC8D";863;0,186;0,286;0,65;0,516;0,966;1;0,288
"AC020765.2";19,9;-0,37;0,569;-0,65;0,516;0,966;1;0,288
"CBLN1";20,9;0,414;0,637;0,65;0,516;0,966;1;0,288
"MFSD14B";1500;0,153;0,235;0,65;0,516;0,966;1;0,288
"AL133338.1";42,1;0,275;0,423;0,65;0,516;0,966;1;0,288
"AP002490.1";118;0,238;0,365;0,65;0,516;0,966;1;0,288
"AL731566.1";42;0,307;0,473;0,65;0,516;0,966;1;0,288
"AL031717.1";5,08;-0,636;0,979;-0,65;0,516;0,966;1;0,288
"AC011483.2";0,634;-1,88;2,9;-0,65;0,516;NA;1;0,288
"GPR45";1,2;-0,989;1,52;-0,65;0,516;NA;1;0,288
"PSMB5";1770;-0,194;0,299;-0,65;0,516;0,966;1;0,288
"WDR7";407;0,192;0,296;0,65;0,516;0,966;1;0,287
"ALPK3";173;-0,368;0,566;-0,65;0,516;0,966;1;0,287
"RSL1D1";3420;0,168;0,259;0,65;0,516;0,966;1;0,287
"LINC01962";0,309;-2,06;3,17;-0,65;0,516;NA;1;0,287
"LIG1";528;-0,199;0,307;-0,65;0,516;0,966;1;0,287
"UNC5B";361;-0,233;0,358;-0,65;0,516;0,966;1;0,287
"LINC02428";4,89;-0,685;1,05;-0,649;0,516;0,966;1;0,287
"NFXL1";284;0,223;0,343;0,649;0,516;0,966;1;0,287
"AC010327.5";64,5;-0,221;0,341;-0,649;0,516;0,966;1;0,287
"SCAF4";615;0,187;0,287;0,649;0,516;0,966;1;0,287
"SNORA5A";4,59;0,493;0,759;0,649;0,516;0,966;1;0,287
"PABPC1L";482;0,273;0,42;0,649;0,516;0,966;1;0,287
"AP003108.4";9,7;0,414;0,637;0,649;0,516;0,966;1;0,287
"CEP72";62,4;0,229;0,353;0,649;0,516;0,966;1;0,287
"RBM26";1490;0,224;0,345;0,649;0,516;0,966;1;0,287
"RRAGC";572;-0,126;0,194;-0,649;0,516;0,966;1;0,287
"LINC00974";0,418;2,31;3,56;0,649;0,516;NA;1;0,287
"HNRNPD";5590;0,146;0,226;0,649;0,516;0,966;1;0,287
"ZDHHC12";977;-0,201;0,31;-0,649;0,516;0,966;1;0,287
"SLC2A1-AS1";23,6;-0,378;0,582;-0,649;0,516;0,966;1;0,287
"MPV17L";1240;0,277;0,427;0,649;0,516;0,966;1;0,287
"CLCC1";1180;0,172;0,265;0,649;0,516;0,966;1;0,287
"AL049833.3";0,273;-2,3;3,54;-0,649;0,516;NA;1;0,287
"TOB2";1180;-0,194;0,299;-0,649;0,517;0,966;1;0,287
"AC242988.2";2,17;-0,816;1,26;-0,649;0,517;NA;1;0,287
"KIF26B";70,1;-0,217;0,334;-0,649;0,517;0,966;1;0,287
"AC099684.2";3,79;-0,646;0,996;-0,648;0,517;0,966;1;0,287
"ASAP2";505;0,235;0,362;0,648;0,517;0,966;1;0,287
"AC021028.1";4,36;-0,529;0,816;-0,648;0,517;0,966;1;0,287
"NAMPT";1950;0,232;0,357;0,648;0,517;0,966;1;0,287
